"DateKey","FullDateAlternateKey","DayNumberOfWeek","EnglishDayNameOfWeek","SpanishDayNameOfWeek","FrenchDayNameOfWeek","DayNumberOfMonth","DayNumberOfYear","WeekNumberOfYear","EnglishMonthName","SpanishMonthName","FrenchMonthName","MonthNumberOfYear","CalendarQuarter","CalendarYear","CalendarSemester","FiscalQuarter","FiscalYear","FiscalSemester"
"20180110","10/01/2018 00:00:00","4","Wednesday","Miércoles","Mercredi","10","10","2","January","Enero","Janvier","1","1","2018","1","3","2018","2"
"20180111","11/01/2018 00:00:00","5","Thursday","Jueves","Jeudi","11","11","2","January","Enero","Janvier","1","1","2018","1","3","2018","2"
"20180112","12/01/2018 00:00:00","6","Friday","Viernes","Vendredi","12","12","2","January","Enero","Janvier","1","1","2018","1","3","2018","2"
"20180113","13/01/2018 00:00:00","7","Saturday","Sábado","Samedi","13","13","2","January","Enero","Janvier","1","1","2018","1","3","2018","2"
"20180114","14/01/2018 00:00:00","1","Sunday","Domingo","Dimanche","14","14","3","January","Enero","Janvier","1","1","2018","1","3","2018","2"
"20180115","15/01/2018 00:00:00","2","Monday","Lunes","Lundi","15","15","3","January","Enero","Janvier","1","1","2018","1","3","2018","2"
"20180116","16/01/2018 00:00:00","3","Tuesday","Martes","Mardi","16","16","3","January","Enero","Janvier","1","1","2018","1","3","2018","2"
"20180117","17/01/2018 00:00:00","4","Wednesday","Miércoles","Mercredi","17","17","3","January","Enero","Janvier","1","1","2018","1","3","2018","2"
"20180118","18/01/2018 00:00:00","5","Thursday","Jueves","Jeudi","18","18","3","January","Enero","Janvier","1","1","2018","1","3","2018","2"
"20180119","19/01/2018 00:00:00","6","Friday","Viernes","Vendredi","19","19","3","January","Enero","Janvier","1","1","2018","1","3","2018","2"
"20180120","20/01/2018 00:00:00","7","Saturday","Sábado","Samedi","20","20","3","January","Enero","Janvier","1","1","2018","1","3","2018","2"
"20180121","21/01/2018 00:00:00","1","Sunday","Domingo","Dimanche","21","21","4","January","Enero","Janvier","1","1","2018","1","3","2018","2"
"20180122","22/01/2018 00:00:00","2","Monday","Lunes","Lundi","22","22","4","January","Enero","Janvier","1","1","2018","1","3","2018","2"
"20180123","23/01/2018 00:00:00","3","Tuesday","Martes","Mardi","23","23","4","January","Enero","Janvier","1","1","2018","1","3","2018","2"
"20180124","24/01/2018 00:00:00","4","Wednesday","Miércoles","Mercredi","24","24","4","January","Enero","Janvier","1","1","2018","1","3","2018","2"
"20180125","25/01/2018 00:00:00","5","Thursday","Jueves","Jeudi","25","25","4","January","Enero","Janvier","1","1","2018","1","3","2018","2"
"20180126","26/01/2018 00:00:00","6","Friday","Viernes","Vendredi","26","26","4","January","Enero","Janvier","1","1","2018","1","3","2018","2"
"20180127","27/01/2018 00:00:00","7","Saturday","Sábado","Samedi","27","27","4","January","Enero","Janvier","1","1","2018","1","3","2018","2"
"20180128","28/01/2018 00:00:00","1","Sunday","Domingo","Dimanche","28","28","5","January","Enero","Janvier","1","1","2018","1","3","2018","2"
"20180129","29/01/2018 00:00:00","2","Monday","Lunes","Lundi","29","29","5","January","Enero","Janvier","1","1","2018","1","3","2018","2"
"20180130","30/01/2018 00:00:00","3","Tuesday","Martes","Mardi","30","30","5","January","Enero","Janvier","1","1","2018","1","3","2018","2"
"20180131","31/01/2018 00:00:00","4","Wednesday","Miércoles","Mercredi","31","31","5","January","Enero","Janvier","1","1","2018","1","3","2018","2"
"20180201","01/02/2018 00:00:00","5","Thursday","Jueves","Jeudi","1","32","5","February","Febrero","Février","2","1","2018","1","3","2018","2"
"20180202","02/02/2018 00:00:00","6","Friday","Viernes","Vendredi","2","33","5","February","Febrero","Février","2","1","2018","1","3","2018","2"
"20180203","03/02/2018 00:00:00","7","Saturday","Sábado","Samedi","3","34","5","February","Febrero","Février","2","1","2018","1","3","2018","2"
"20180204","04/02/2018 00:00:00","1","Sunday","Domingo","Dimanche","4","35","6","February","Febrero","Février","2","1","2018","1","3","2018","2"
"20180205","05/02/2018 00:00:00","2","Monday","Lunes","Lundi","5","36","6","February","Febrero","Février","2","1","2018","1","3","2018","2"
"20180206","06/02/2018 00:00:00","3","Tuesday","Martes","Mardi","6","37","6","February","Febrero","Février","2","1","2018","1","3","2018","2"
"20180207","07/02/2018 00:00:00","4","Wednesday","Miércoles","Mercredi","7","38","6","February","Febrero","Février","2","1","2018","1","3","2018","2"
"20180208","08/02/2018 00:00:00","5","Thursday","Jueves","Jeudi","8","39","6","February","Febrero","Février","2","1","2018","1","3","2018","2"
"20180209","09/02/2018 00:00:00","6","Friday","Viernes","Vendredi","9","40","6","February","Febrero","Février","2","1","2018","1","3","2018","2"
"20180210","10/02/2018 00:00:00","7","Saturday","Sábado","Samedi","10","41","6","February","Febrero","Février","2","1","2018","1","3","2018","2"
"20180211","11/02/2018 00:00:00","1","Sunday","Domingo","Dimanche","11","42","7","February","Febrero","Février","2","1","2018","1","3","2018","2"
"20180212","12/02/2018 00:00:00","2","Monday","Lunes","Lundi","12","43","7","February","Febrero","Février","2","1","2018","1","3","2018","2"
"20180213","13/02/2018 00:00:00","3","Tuesday","Martes","Mardi","13","44","7","February","Febrero","Février","2","1","2018","1","3","2018","2"
"20180214","14/02/2018 00:00:00","4","Wednesday","Miércoles","Mercredi","14","45","7","February","Febrero","Février","2","1","2018","1","3","2018","2"
"20180215","15/02/2018 00:00:00","5","Thursday","Jueves","Jeudi","15","46","7","February","Febrero","Février","2","1","2018","1","3","2018","2"
"20180216","16/02/2018 00:00:00","6","Friday","Viernes","Vendredi","16","47","7","February","Febrero","Février","2","1","2018","1","3","2018","2"
"20180217","17/02/2018 00:00:00","7","Saturday","Sábado","Samedi","17","48","7","February","Febrero","Février","2","1","2018","1","3","2018","2"
"20180218","18/02/2018 00:00:00","1","Sunday","Domingo","Dimanche","18","49","8","February","Febrero","Février","2","1","2018","1","3","2018","2"
"20180219","19/02/2018 00:00:00","2","Monday","Lunes","Lundi","19","50","8","February","Febrero","Février","2","1","2018","1","3","2018","2"
"20180220","20/02/2018 00:00:00","3","Tuesday","Martes","Mardi","20","51","8","February","Febrero","Février","2","1","2018","1","3","2018","2"
"20180221","21/02/2018 00:00:00","4","Wednesday","Miércoles","Mercredi","21","52","8","February","Febrero","Février","2","1","2018","1","3","2018","2"
"20180222","22/02/2018 00:00:00","5","Thursday","Jueves","Jeudi","22","53","8","February","Febrero","Février","2","1","2018","1","3","2018","2"
"20180223","23/02/2018 00:00:00","6","Friday","Viernes","Vendredi","23","54","8","February","Febrero","Février","2","1","2018","1","3","2018","2"
"20180224","24/02/2018 00:00:00","7","Saturday","Sábado","Samedi","24","55","8","February","Febrero","Février","2","1","2018","1","3","2018","2"
"20180225","25/02/2018 00:00:00","1","Sunday","Domingo","Dimanche","25","56","9","February","Febrero","Février","2","1","2018","1","3","2018","2"
"20180226","26/02/2018 00:00:00","2","Monday","Lunes","Lundi","26","57","9","February","Febrero","Février","2","1","2018","1","3","2018","2"
"20180227","27/02/2018 00:00:00","3","Tuesday","Martes","Mardi","27","58","9","February","Febrero","Février","2","1","2018","1","3","2018","2"
"20180228","28/02/2018 00:00:00","4","Wednesday","Miércoles","Mercredi","28","59","9","February","Febrero","Février","2","1","2018","1","3","2018","2"
"20180301","01/03/2018 00:00:00","5","Thursday","Jueves","Jeudi","1","60","9","March","Marzo","Mars","3","1","2018","1","3","2018","2"
"20180302","02/03/2018 00:00:00","6","Friday","Viernes","Vendredi","2","61","9","March","Marzo","Mars","3","1","2018","1","3","2018","2"
"20180303","03/03/2018 00:00:00","7","Saturday","Sábado","Samedi","3","62","9","March","Marzo","Mars","3","1","2018","1","3","2018","2"
"20180304","04/03/2018 00:00:00","1","Sunday","Domingo","Dimanche","4","63","10","March","Marzo","Mars","3","1","2018","1","3","2018","2"
"20180305","05/03/2018 00:00:00","2","Monday","Lunes","Lundi","5","64","10","March","Marzo","Mars","3","1","2018","1","3","2018","2"
"20180306","06/03/2018 00:00:00","3","Tuesday","Martes","Mardi","6","65","10","March","Marzo","Mars","3","1","2018","1","3","2018","2"
"20180307","07/03/2018 00:00:00","4","Wednesday","Miércoles","Mercredi","7","66","10","March","Marzo","Mars","3","1","2018","1","3","2018","2"
"20180308","08/03/2018 00:00:00","5","Thursday","Jueves","Jeudi","8","67","10","March","Marzo","Mars","3","1","2018","1","3","2018","2"
"20180309","09/03/2018 00:00:00","6","Friday","Viernes","Vendredi","9","68","10","March","Marzo","Mars","3","1","2018","1","3","2018","2"
"20180310","10/03/2018 00:00:00","7","Saturday","Sábado","Samedi","10","69","10","March","Marzo","Mars","3","1","2018","1","3","2018","2"
"20180311","11/03/2018 00:00:00","1","Sunday","Domingo","Dimanche","11","70","11","March","Marzo","Mars","3","1","2018","1","3","2018","2"
"20180312","12/03/2018 00:00:00","2","Monday","Lunes","Lundi","12","71","11","March","Marzo","Mars","3","1","2018","1","3","2018","2"
"20180313","13/03/2018 00:00:00","3","Tuesday","Martes","Mardi","13","72","11","March","Marzo","Mars","3","1","2018","1","3","2018","2"
"20180314","14/03/2018 00:00:00","4","Wednesday","Miércoles","Mercredi","14","73","11","March","Marzo","Mars","3","1","2018","1","3","2018","2"
"20180315","15/03/2018 00:00:00","5","Thursday","Jueves","Jeudi","15","74","11","March","Marzo","Mars","3","1","2018","1","3","2018","2"
"20180316","16/03/2018 00:00:00","6","Friday","Viernes","Vendredi","16","75","11","March","Marzo","Mars","3","1","2018","1","3","2018","2"
"20180317","17/03/2018 00:00:00","7","Saturday","Sábado","Samedi","17","76","11","March","Marzo","Mars","3","1","2018","1","3","2018","2"
"20180318","18/03/2018 00:00:00","1","Sunday","Domingo","Dimanche","18","77","12","March","Marzo","Mars","3","1","2018","1","3","2018","2"
"20180319","19/03/2018 00:00:00","2","Monday","Lunes","Lundi","19","78","12","March","Marzo","Mars","3","1","2018","1","3","2018","2"
"20180320","20/03/2018 00:00:00","3","Tuesday","Martes","Mardi","20","79","12","March","Marzo","Mars","3","1","2018","1","3","2018","2"
"20180321","21/03/2018 00:00:00","4","Wednesday","Miércoles","Mercredi","21","80","12","March","Marzo","Mars","3","1","2018","1","3","2018","2"
"20180322","22/03/2018 00:00:00","5","Thursday","Jueves","Jeudi","22","81","12","March","Marzo","Mars","3","1","2018","1","3","2018","2"
"20180323","23/03/2018 00:00:00","6","Friday","Viernes","Vendredi","23","82","12","March","Marzo","Mars","3","1","2018","1","3","2018","2"
"20180324","24/03/2018 00:00:00","7","Saturday","Sábado","Samedi","24","83","12","March","Marzo","Mars","3","1","2018","1","3","2018","2"
"20180325","25/03/2018 00:00:00","1","Sunday","Domingo","Dimanche","25","84","13","March","Marzo","Mars","3","1","2018","1","3","2018","2"
"20180326","26/03/2018 00:00:00","2","Monday","Lunes","Lundi","26","85","13","March","Marzo","Mars","3","1","2018","1","3","2018","2"
"20180327","27/03/2018 00:00:00","3","Tuesday","Martes","Mardi","27","86","13","March","Marzo","Mars","3","1","2018","1","3","2018","2"
"20180328","28/03/2018 00:00:00","4","Wednesday","Miércoles","Mercredi","28","87","13","March","Marzo","Mars","3","1","2018","1","3","2018","2"
"20180329","29/03/2018 00:00:00","5","Thursday","Jueves","Jeudi","29","88","13","March","Marzo","Mars","3","1","2018","1","3","2018","2"
"20180330","30/03/2018 00:00:00","6","Friday","Viernes","Vendredi","30","89","13","March","Marzo","Mars","3","1","2018","1","3","2018","2"
"20180331","31/03/2018 00:00:00","7","Saturday","Sábado","Samedi","31","90","13","March","Marzo","Mars","3","1","2018","1","3","2018","2"
"20180401","01/04/2018 00:00:00","1","Sunday","Domingo","Dimanche","1","91","14","April","Abril","Avril","4","2","2018","1","4","2018","2"
"20180402","02/04/2018 00:00:00","2","Monday","Lunes","Lundi","2","92","14","April","Abril","Avril","4","2","2018","1","4","2018","2"
"20180403","03/04/2018 00:00:00","3","Tuesday","Martes","Mardi","3","93","14","April","Abril","Avril","4","2","2018","1","4","2018","2"
"20180404","04/04/2018 00:00:00","4","Wednesday","Miércoles","Mercredi","4","94","14","April","Abril","Avril","4","2","2018","1","4","2018","2"
"20180405","05/04/2018 00:00:00","5","Thursday","Jueves","Jeudi","5","95","14","April","Abril","Avril","4","2","2018","1","4","2018","2"
"20180406","06/04/2018 00:00:00","6","Friday","Viernes","Vendredi","6","96","14","April","Abril","Avril","4","2","2018","1","4","2018","2"
"20180407","07/04/2018 00:00:00","7","Saturday","Sábado","Samedi","7","97","14","April","Abril","Avril","4","2","2018","1","4","2018","2"
"20180408","08/04/2018 00:00:00","1","Sunday","Domingo","Dimanche","8","98","15","April","Abril","Avril","4","2","2018","1","4","2018","2"
"20180409","09/04/2018 00:00:00","2","Monday","Lunes","Lundi","9","99","15","April","Abril","Avril","4","2","2018","1","4","2018","2"
"20180410","10/04/2018 00:00:00","3","Tuesday","Martes","Mardi","10","100","15","April","Abril","Avril","4","2","2018","1","4","2018","2"
"20180411","11/04/2018 00:00:00","4","Wednesday","Miércoles","Mercredi","11","101","15","April","Abril","Avril","4","2","2018","1","4","2018","2"
"20180412","12/04/2018 00:00:00","5","Thursday","Jueves","Jeudi","12","102","15","April","Abril","Avril","4","2","2018","1","4","2018","2"
"20180413","13/04/2018 00:00:00","6","Friday","Viernes","Vendredi","13","103","15","April","Abril","Avril","4","2","2018","1","4","2018","2"
"20180414","14/04/2018 00:00:00","7","Saturday","Sábado","Samedi","14","104","15","April","Abril","Avril","4","2","2018","1","4","2018","2"
"20180415","15/04/2018 00:00:00","1","Sunday","Domingo","Dimanche","15","105","16","April","Abril","Avril","4","2","2018","1","4","2018","2"
"20180416","16/04/2018 00:00:00","2","Monday","Lunes","Lundi","16","106","16","April","Abril","Avril","4","2","2018","1","4","2018","2"
"20180417","17/04/2018 00:00:00","3","Tuesday","Martes","Mardi","17","107","16","April","Abril","Avril","4","2","2018","1","4","2018","2"
"20180418","18/04/2018 00:00:00","4","Wednesday","Miércoles","Mercredi","18","108","16","April","Abril","Avril","4","2","2018","1","4","2018","2"
"20180419","19/04/2018 00:00:00","5","Thursday","Jueves","Jeudi","19","109","16","April","Abril","Avril","4","2","2018","1","4","2018","2"
"20180420","20/04/2018 00:00:00","6","Friday","Viernes","Vendredi","20","110","16","April","Abril","Avril","4","2","2018","1","4","2018","2"
"20180421","21/04/2018 00:00:00","7","Saturday","Sábado","Samedi","21","111","16","April","Abril","Avril","4","2","2018","1","4","2018","2"
"20180422","22/04/2018 00:00:00","1","Sunday","Domingo","Dimanche","22","112","17","April","Abril","Avril","4","2","2018","1","4","2018","2"
"20180423","23/04/2018 00:00:00","2","Monday","Lunes","Lundi","23","113","17","April","Abril","Avril","4","2","2018","1","4","2018","2"
"20180424","24/04/2018 00:00:00","3","Tuesday","Martes","Mardi","24","114","17","April","Abril","Avril","4","2","2018","1","4","2018","2"
"20180425","25/04/2018 00:00:00","4","Wednesday","Miércoles","Mercredi","25","115","17","April","Abril","Avril","4","2","2018","1","4","2018","2"
"20180426","26/04/2018 00:00:00","5","Thursday","Jueves","Jeudi","26","116","17","April","Abril","Avril","4","2","2018","1","4","2018","2"
"20180427","27/04/2018 00:00:00","6","Friday","Viernes","Vendredi","27","117","17","April","Abril","Avril","4","2","2018","1","4","2018","2"
"20180428","28/04/2018 00:00:00","7","Saturday","Sábado","Samedi","28","118","17","April","Abril","Avril","4","2","2018","1","4","2018","2"
"20180429","29/04/2018 00:00:00","1","Sunday","Domingo","Dimanche","29","119","18","April","Abril","Avril","4","2","2018","1","4","2018","2"
"20180430","30/04/2018 00:00:00","2","Monday","Lunes","Lundi","30","120","18","April","Abril","Avril","4","2","2018","1","4","2018","2"
"20180501","01/05/2018 00:00:00","3","Tuesday","Martes","Mardi","1","121","18","May","Mayo","Mai","5","2","2018","1","4","2018","2"
"20180502","02/05/2018 00:00:00","4","Wednesday","Miércoles","Mercredi","2","122","18","May","Mayo","Mai","5","2","2018","1","4","2018","2"
"20180503","03/05/2018 00:00:00","5","Thursday","Jueves","Jeudi","3","123","18","May","Mayo","Mai","5","2","2018","1","4","2018","2"
"20180504","04/05/2018 00:00:00","6","Friday","Viernes","Vendredi","4","124","18","May","Mayo","Mai","5","2","2018","1","4","2018","2"
